代码,名称,净值,涨跌,近1月,近3月,近6月,近1年,日期
005827,易方达蓝筹,1.8887,-2.12,-3.47,17.54,3.09,-3.06,20241108
005827,易方达蓝筹,1.866,-1.2,-0.54,15.9,0.18,-2.52,20241111
005827,易方达蓝筹,1.8329,-1.77,-2.3,14.01,-1.59,-4.25,20241112
005827,易方达蓝筹,1.8312,-0.09,-2.39,14.33,-0.79,-4.31,20241113
005827,易方达蓝筹,1.813,-0.99,-2.66,14.38,-1.78,-4.88,20241114
005827,易方达蓝筹,1.8048,-0.45,0.64,14.32,-2.1,-7.31,20241115
005827,易方达蓝筹,1.7898,-0.83,-1.19,12.42,-4.38,-5.74,20241118
005827,易方达蓝筹,1.7872,-0.15,-1.34,12.34,-4.51,-5.88,20241119
005827,易方达蓝筹,1.792,0.27,-1.07,13.37,-4.7,-6.69,20241120
005827,易方达蓝筹,1.7862,-0.32,-0.08,13.4,-3.83,-7.53,20241121
005827,易方达蓝筹,1.7393,-2.63,-3.96,10.46,-5.88,-9.25,20241122
005827,易方达蓝筹,1.738,-0.07,-4.29,10.4,-3.95,-8.3,20241125
005827,易方达蓝筹,1.7473,0.54,-3.78,11.16,-3.44,-7.81,20241126
005827,易方达蓝筹,1.7822,2.0,-1.86,13.04,-2.32,-5.34,20241127
005827,易方达蓝筹,1.7558,-1.48,-4.67,13.71,-3.52,-6.16,20241128
005827,易方达蓝筹,1.7663,0.6,-3.35,12.4,-2.15,-4.36,20241129
005827,易方达蓝筹,1.7713,0.28,-1.71,12.88,0.24,-3.33,20241202
005827,易方达蓝筹,1.7762,0.28,-1.44,12.49,-0.36,-3.07,20241203
005827,易方达蓝筹,1.7704,-0.33,-2.47,13.73,-1.34,-0.39,20241204
005827,易方达蓝筹,1.7561,-0.81,-5.77,12.88,-1.72,1.5,20241205
005827,易方达蓝筹,1.7822,1.49,-3.13,15.5,-0.34,2.41,20241206
005827,易方达蓝筹,1.7987,0.93,-4.77,18.42,1.64,4.43,20241209
005827,易方达蓝筹,1.8066,0.44,-4.35,19.19,2.09,4.89,20241210
005827,易方达蓝筹,1.7988,-0.43,-3.6,19.02,2.66,5.94,20241211
005827,易方达蓝筹,1.8304,1.76,-0.14,22.34,4.89,6.85,20241212
005827,易方达蓝筹,1.7795,-2.78,-2.82,19.82,2.03,6.83,20241213
005827,易方达蓝筹,1.7569,-1.27,-2.65,18.3,0.82,4.89,20241216
005827,易方达蓝筹,1.7605,0.2,-2.45,18.54,1.32,5.1,20241217
005827,易方达蓝筹,1.7684,0.45,-1.2,18.97,2.76,5.66,20241218
005827,易方达蓝筹,1.7573,-0.63,-1.67,15.83,0.6,5.3,20241219
005827,易方达蓝筹,1.7542,-0.18,-2.11,15.33,0.87,5.3,20241220
005827,易方达蓝筹,1.7486,-0.32,0.53,15.13,2.05,6.3,20241223
005827,易方达蓝筹,1.7627,0.81,1.35,10.31,2.89,7.16,20241224
005827,易方达蓝筹,1.7598,-0.16,1.25,9.82,2.45,6.56,20241225
005827,易方达蓝筹,1.7593,-0.03,0.69,2.91,2.52,6.99,20241226
005827,易方达蓝筹,1.7535,-0.33,-1.61,-3.38,3.55,5.87,20241227
005827,易方达蓝筹,1.7421,-0.65,-1.37,-9.84,3.78,1.66,20241230
005827,易方达蓝筹,1.7427,0.03,-1.34,-9.81,3.82,1.7,20241231
005827,易方达蓝筹,1.7137,-1.66,-3.25,-11.31,1.68,2.03,20250102
005827,易方达蓝筹,1.7076,-0.36,-3.86,-11.63,0.9,2.03,20250103
005827,易方达蓝筹,1.6796,-1.64,-5.76,-13.08,0.37,2.0,20250106
005827,易方达蓝筹,1.6678,-0.7,-6.42,-13.69,-0.33,1.28,20250107
005827,易方达蓝筹,1.6574,-0.62,-7.0,-15.29,0.64,2.35,20250108
005827,易方达蓝筹,1.6555,-0.11,-7.96,-10.89,0.42,2.85,20250109
005827,易方达蓝筹,1.6384,-1.03,-9.31,-13.92,0.01,1.52,20250110
005827,易方达蓝筹,1.6366,-0.11,-8.03,-12.77,-3.17,0.4,20250113
005827,易方达蓝筹,1.6788,2.58,-5.66,-9.87,-0.67,2.99,20250114
005827,易方达蓝筹,1.6734,-0.32,-5.96,-6.69,0.01,2.66,20250115
005827,易方达蓝筹,1.6739,0.03,-4.72,-6.26,0.9,3.35,20250116
005827,易方达蓝筹,1.6741,0.01,-4.91,-4.6,0.16,6.62,20250117
005827,易方达蓝筹,1.6999,1.54,-3.1,-6.16,1.93,6.84,20250120
005827,易方达蓝筹,1.6982,-0.1,-3.19,-5.01,1.83,6.73,20250121
005827,易方达蓝筹,1.6732,-1.47,-4.62,-7.61,0.47,7.11,20250122
005827,易方达蓝筹,1.674,0.05,-4.27,-8.98,3.09,6.1,20250123
005827,易方达蓝筹,1.6779,0.23,-4.81,-7.42,4.46,4.7,20250124
005827,易方达蓝筹,1.6889,0.66,-3.68,-6.99,6.97,5.54,20250127
005827,易方达蓝筹,1.7133,1.44,0.33,-8.07,9.34,12.0,20250205
005827,易方达蓝筹,1.7229,0.56,2.58,-6.35,9.46,8.21,20250206
005827,易方达蓝筹,1.7435,1.2,4.54,-9.65,9.37,8.01,20250207
005827,易方达蓝筹,1.7591,0.89,7.37,-6.86,9.26,9.89,20250210
005827,易方达蓝筹,1.7482,-0.62,6.7,-6.31,8.58,9.21,20250211
005827,易方达蓝筹,1.7806,1.85,8.68,-2.85,10.76,11.23,20250212
005827,易方达蓝筹,1.8084,1.56,10.5,-1.25,12.91,12.97,20250213
005827,易方达蓝筹,1.8459,2.07,9.95,1.81,16.45,15.31,20250214
005827,易方达蓝筹,1.8498,0.21,10.5,2.49,16.19,15.55,20250217
005827,易方达蓝筹,1.8552,0.29,10.82,3.65,16.53,15.89,20250218
005827,易方达蓝筹,1.8516,-0.19,10.6,3.6,16.39,15.03,20250219
005827,易方达蓝筹,1.8285,-1.25,7.57,2.04,15.68,13.55,20250220
005827,易方达蓝筹,1.8809,2.87,10.76,5.3,19.41,13.37,20250221
005827,易方达蓝筹,1.8739,-0.37,11.68,7.74,19.03,11.21,20250224
005827,易方达蓝筹,1.8352,-2.07,9.37,5.59,16.57,8.91,20250225
005827,易方达蓝筹,1.873,2.06,11.63,7.19,19.16,11.71,20250226
005827,易方达蓝筹,1.894,1.12,12.14,6.27,20.13,12.73,20250227
005827,易方达蓝筹,1.8607,-1.76,10.17,5.34,15.44,11.04,20250228
005827,易方达蓝筹,1.8596,-0.06,10.11,4.7,17.77,10.28,20250303
005827,易方达蓝筹,1.8481,-0.62,9.43,4.39,18.72,9.11,20250304
005827,易方达蓝筹,1.8721,1.3,9.27,6.61,20.34,11.35,20250305
005827,易方达蓝筹,1.9295,3.07,11.99,8.27,25.05,14.35,20250306
005827,易方达蓝筹,1.9326,0.16,10.85,8.44,25.25,16.41,20250307
005827,易方达蓝筹,1.912,-1.07,8.69,5.83,26.15,14.84,20250310
005827,易方达蓝筹,1.9337,1.13,10.61,7.5,27.94,14.0,20250311
005827,易方达蓝筹,1.9172,-0.85,7.67,4.74,28.15,8.96,20250312
005827,易方达蓝筹,1.9105,-0.35,5.65,7.36,28.64,8.85,20250313
005827,易方达蓝筹,1.9699,3.11,6.72,10.7,32.64,12.66,20250314
005827,易方达蓝筹,1.9792,0.47,7.0,12.42,33.27,14.33,20250317
005827,易方达蓝筹,1.9979,0.94,7.69,12.98,34.41,15.33,20250318
005827,易方达蓝筹,1.9851,-0.64,7.21,12.96,30.84,14.36,20250319
005827,易方达蓝筹,1.946,-1.97,6.43,10.93,27.94,11.9,20250320
005827,易方达蓝筹,1.9179,-1.44,1.97,9.33,26.09,9.69,20250321
005827,易方达蓝筹,1.9228,0.26,2.61,9.08,20.33,12.31,20250324
005827,易方达蓝筹,1.8957,-1.41,3.3,7.72,18.3,10.72,20250325
005827,易方达蓝筹,1.9051,0.5,1.71,8.29,11.44,9.91,20250326
005827,易方达蓝筹,1.9211,0.84,1.43,9.56,5.85,11.9,20250327
005827,易方达蓝筹,1.913,-0.42,2.81,9.1,5.41,10.6,20250328
005827,易方达蓝筹,1.8926,-1.07,1.71,8.6,-2.05,9.45,20250331
005827,易方达蓝筹,1.9037,0.59,2.31,9.24,-1.48,8.77,20250401
005827,易方达蓝筹,1.9009,-0.15,2.16,10.92,-1.63,7.5,20250402
005827,易方达蓝筹,1.895,-0.31,1.9,10.97,-1.93,7.81,20250403
005827,易方达蓝筹,1.719,-9.29,-11.05,3.07,-11.04,-2.2,20250407
005827,易方达蓝筹,1.7575,2.24,-9.06,6.04,-10.17,2.13,20250408
005827,易方达蓝筹,1.7793,1.24,-7.93,7.48,-4.23,3.48,20250409
005827,易方达蓝筹,1.8044,1.41,-5.63,10.13,-5.2,4.79,20250410
005827,易方达蓝筹,1.7916,-0.71,-7.35,9.35,-4.5,4.07,20250411
005827,易方达蓝筹,1.8168,1.41,-7.77,8.22,-2.46,7.2,20250414
005827,易方达蓝筹,1.8184,0.09,-7.69,8.66,1.39,5.7,20250415
005827,易方达蓝筹,1.7997,-1.03,-8.64,7.52,0.79,6.29,20250416
005827,易方达蓝筹,1.8176,0.99,-8.16,8.57,3.57,7.49,20250417
005827,易方达蓝筹,1.8133,-0.24,-9.24,8.31,0.1,6.89,20250418
005827,易方达蓝筹,1.8024,-0.6,-6.02,6.14,0.82,7.25,20250421
005827,易方达蓝筹,1.809,0.37,-5.68,8.12,-0.11,5.83,20250422
005827,易方达蓝筹,1.8332,1.34,-4.42,9.51,-0.32,5.1,20250423
005827,易方达蓝筹,1.8205,-0.69,-5.32,8.5,0.45,2.86,20250424
005827,易方达蓝筹,1.818,-0.14,-4.1,8.35,0.12,2.85,20250425
005827,易方达蓝筹,1.8213,0.18,-4.79,7.84,-1.12,0.87,20250428
005827,易方达蓝筹,1.8142,-0.39,-5.16,7.42,-0.73,0.77,20250429
005827,易方达蓝筹,1.821,0.37,-3.78,7.82,2.06,1.25,20250430
005827,易方达蓝筹,1.8451,1.32,-2.63,7.09,0.29,-0.74,20250506
005827,易方达蓝筹,1.8427,-0.13,7.2,5.69,-4.51,-0.46,20250507
005827,易方达蓝筹,1.8512,0.46,5.33,6.18,-1.99,1.04,20250508
005827,易方达蓝筹,1.853,0.1,4.14,6.28,-1.89,0.08,20250509
005827,易方达蓝筹,1.8832,1.63,5.11,5.76,2.74,1.11,20250512
005827,易方达蓝筹,1.8685,-0.78,4.29,3.32,2.04,1.23,20250513
005827,易方达蓝筹,1.9082,2.12,5.03,3.38,5.25,3.38,20250514
005827,易方达蓝筹,1.8938,-0.75,4.15,2.59,4.93,2.72,20250515
005827,易方达蓝筹,1.8663,-1.45,3.7,1.11,3.41,0.44,20250516
005827,易方达蓝筹,1.8419,-1.31,1.58,-0.52,3.06,-1.59,20250519
005827,易方达蓝筹,1.8606,1.02,2.61,1.76,3.83,-1.05,20250520
005827,易方达蓝筹,1.86,-0.03,3.2,-1.11,4.13,0.14,20250521
005827,易方达蓝筹,1.8459,-0.76,2.04,-1.86,6.13,-0.11,20250522
005827,易方达蓝筹,1.838,-0.43,0.26,-2.28,5.67,0.39,20250523
005827,易方达蓝筹,1.8138,-1.32,-0.23,-3.16,3.81,0.24,20250526
005827,易方达蓝筹,1.813,-0.04,-0.28,-4.28,1.73,-0.63,20250527
005827,易方达蓝筹,1.8131,0.01,-0.45,-2.56,3.26,-0.37,20250528
005827,易方达蓝筹,1.8234,0.57,0.51,-2.0,3.23,1.01,20250529
005827,易方达蓝筹,1.7992,-1.33,-1.2,-3.31,1.86,1.44,20250530
005827,易方达蓝筹,1.7869,-0.68,-1.87,-3.91,0.6,0.24,20250603
005827,易方达蓝筹,1.7918,0.27,-1.6,-3.05,1.21,-0.14,20250604
005827,易方达蓝筹,1.7982,0.36,-1.25,-3.95,2.4,0.63,20250605
005827,易方达蓝筹,1.7909,-0.41,-2.94,-7.18,0.49,0.15,20250606
005827,易方达蓝筹,1.804,0.73,-2.64,-6.65,0.29,1.94,20250609
005827,易方达蓝筹,1.7959,-0.45,-3.08,-6.07,-0.59,1.48,20250610
005827,易方达蓝筹,1.801,0.28,-2.81,-6.86,0.12,2.79,20250611
005827,易方达蓝筹,1.7866,-0.8,-5.13,-6.81,-2.39,2.38,20250612
005827,易方达蓝筹,1.7609,-1.44,-5.76,-7.83,-1.05,0.96,20250613
005827,易方达蓝筹,1.7662,0.3,-5.36,-10.34,0.53,1.35,20250616
005827,易方达蓝筹,1.7672,0.06,-5.31,-10.71,0.38,1.71,20250617
005827,易方达蓝筹,1.7593,-0.45,-5.73,-11.94,-0.51,2.23,20250618
005827,易方达蓝筹,1.7353,-1.36,-5.79,-12.58,-1.25,-0.66,20250619
005827,易方达蓝筹,1.7585,1.34,-5.49,-9.64,0.25,1.12,20250620
005827,易方达蓝筹,1.7503,-0.47,-4.77,-8.74,0.1,2.15,20250623
005827,易方达蓝筹,1.7704,1.15,-3.68,-7.93,0.44,3.34,20250624
005827,易方达蓝筹,1.7799,0.54,-3.16,-6.11,1.14,3.62,20250625
005827,易方达蓝筹,1.7714,-0.48,-2.34,-7.02,0.69,3.22,20250626
005827,易方达蓝筹,1.7641,-0.41,-2.7,-8.17,0.6,4.18,20250627
005827,易方达蓝筹,1.7572,-0.39,-2.33,-7.15,0.83,4.68,20250630
005827,易方达蓝筹,1.752,-0.3,-2.62,-7.97,0.53,4.62,20250701
005827,易方达蓝筹,1.7548,0.16,-2.47,-7.69,2.4,4.12,20250702
005827,易方达蓝筹,1.7483,-0.37,-2.16,-7.74,2.38,3.31,20250703
005827,易方达蓝筹,1.7485,0.01,-2.42,-7.73,2.4,3.54,20250704
005827,易方达蓝筹,1.7546,0.35,-2.03,2.07,5.2,4.85,20250707
005827,易方达蓝筹,1.7745,1.13,-0.92,0.97,7.07,7.75,20250708
005827,易方达蓝筹,1.7673,-0.41,-2.03,-0.67,6.75,7.21,20250709
005827,易方达蓝筹,1.7735,0.35,-1.25,-1.71,8.25,8.25,20250710
005827,易方达蓝筹,1.7822,0.49,-1.04,-0.52,8.78,7.01,20250711
005827,易方达蓝筹,1.7932,0.62,1.83,-1.3,6.81,6.1,20250714
005827,易方达蓝筹,1.8074,0.79,2.64,-0.6,8.01,8.01,20250715
005827,易方达蓝筹,1.8071,-0.02,2.32,0.41,7.96,8.93,20250716
005827,易方达蓝筹,1.8085,0.08,2.34,-0.5,8.03,8.2,20250717
005827,易方达蓝筹,1.8418,1.84,4.69,1.57,10.02,10.02,20250718
005827,易方达蓝筹,1.8455,0.2,4.95,2.39,8.67,10.66,20250721
005827,易方达蓝筹,1.8727,1.47,6.49,3.52,11.92,12.45,20250722
005827,易方达蓝筹,1.8916,1.01,8.07,3.19,13.0,16.49,20250723
005827,易方达蓝筹,1.8979,0.33,7.2,4.25,13.11,18.15,20250724
005827,易方达蓝筹,1.8668,-1.64,4.88,2.68,11.26,18.01,20250725
005827,易方达蓝筹,1.8665,-0.02,5.8,2.48,10.52,18.22,20250728
005827,易方达蓝筹,1.8686,0.11,5.92,3.0,10.64,18.78,20250729
005827,易方达蓝筹,1.8721,0.19,6.54,2.81,10.85,20.04,20250730
005827,易方达蓝筹,1.8403,-1.7,4.73,1.06,8.96,14.59,20250731
005827,易方达蓝筹,1.8312,-0.49,4.52,0.56,8.43,15.47,20250801
005827,易方达蓝筹,1.8414,0.56,5.31,1.12,9.03,17.62,20250804
005827,易方达蓝筹,1.8621,1.12,6.5,2.26,8.68,18.84,20250805
005827,易方达蓝筹,1.8619,-0.01,6.49,0.91,8.07,18.29,20250806
005827,易方达蓝筹,1.8695,0.41,6.55,1.45,7.23,17.28,20250807
005827,易方达蓝筹,1.8614,-0.43,4.9,0.55,6.76,15.85,20250808
005827,易方达蓝筹,1.8817,1.09,5.58,1.55,7.64,16.88,20250811
005827,易方达蓝筹,1.8798,-0.1,5.48,-0.18,5.57,16.93,20250812
005827,易方达蓝筹,1.9085,1.53,7.09,2.14,5.54,19.15,20250813
005827,易方达蓝筹,1.9003,-0.43,5.97,-0.41,2.95,19.89,20250814
005827,易方达蓝筹,1.9133,0.68,5.86,1.03,3.65,21.19,20250815
005827,易方达蓝筹,1.9282,0.78,4.69,3.32,3.93,21.12,20250818
005827,易方达蓝筹,1.9521,0.64,5.99,4.92,6.76,23.5,20250819
005827,易方达蓝筹,1.945,-0.36,5.39,4.57,3.41,23.48,20250820
005827,易方达蓝筹,1.9584,0.69,4.58,6.09,4.12,24.37,20250821
005827,易方达蓝筹,1.9584,0.69,4.58,6.09,4.12,24.37,20250822
005827,易方达蓝筹,2.0161,0.12,8.0,11.15,7.64,28.26,20250825
005827,易方达蓝筹,1.9676,-2.41,5.4,8.53,3.89,24.8,20250826
005827,易方达蓝筹,1.9525,-0.77,4.61,7.69,4.93,26.45,20250827
005827,易方达蓝筹,1.9666,0.72,5.24,7.85,5.69,25.15,20250828
005827,易方达蓝筹,1.9666,0.72,5.24,7.85,5.69,25.15,20250829
005827,易方达蓝筹,2.0041,-0.36,9.44,11.39,7.71,27.71,20250901
005827,易方达蓝筹,1.9891,-0.75,8.62,11.32,6.96,25.97,20250902
005827,易方达蓝筹,1.9766,-0.63,7.34,10.31,6.95,26.97,20250903
005827,易方达蓝筹,1.9925,0.8,7.0,10.81,6.43,28.08,20250904
005827,易方达蓝筹,1.9925,0.8,7.0,10.81,6.43,28.08,20250905
005827,易方达蓝筹,2.045,1.05,9.86,13.36,5.82,34.64,20250908
005827,易方达蓝筹,2.0525,0.37,10.27,14.29,7.35,35.42,20250909
005827,易方达蓝筹,2.0598,0.36,9.46,14.37,6.52,36.28,20250910
005827,易方达蓝筹,2.0649,0.25,9.85,15.58,7.7,38.02,20250911
005827,易方达蓝筹,2.0649,0.25,9.85,15.58,7.7,38.02,20250912
005827,易方达蓝筹,2.0537,-0.71,7.34,16.28,4.25,38.29,20250915
005827,易方达蓝筹,2.0423,-1.68,5.92,16.09,2.22,37.4,20250917
005827,易方达蓝筹,2.0506,0.41,5.72,18.17,3.3,35.16,20250918
005827,易方达蓝筹,2.0506,0.41,5.72,18.17,3.3,35.16,20250919
005827,易方达蓝筹,2.0167,-0.67,2.98,15.22,5.15,32.78,20250922
005827,易方达蓝筹,2.0412,1.21,4.23,15.3,6.16,27.74,20250923
005827,易方达蓝筹,2.0351,-0.3,1.07,14.34,7.35,27.0,20250924
005827,易方达蓝筹,2.0084,-1.31,-0.38,13.38,5.42,17.48,20250925
005827,易方达蓝筹,2.0084,-1.31,-0.38,13.38,5.42,17.48,20250926
005827,易方达蓝筹,2.0449,-0.29,3.98,16.37,8.05,5.83,20250929
005827,易方达蓝筹,2.0449,-0.29,3.98,16.37,8.05,5.83,20250930
005827,易方达蓝筹,1.9934,-1.19,-2.88,12.4,10.47,4.73,20251009
005827,易方达蓝筹,1.9934,-1.19,-2.88,12.4,10.47,4.73,20251010
005827,易方达蓝筹,1.9735,0.17,-4.43,10.05,8.63,5.95,20251013
005827,易方达蓝筹,2.0028,1.48,-3.17,10.81,10.14,11.68,20251014
005827,易方达蓝筹,2.0037,0.04,-2.43,10.88,11.34,12.21,20251015
005827,易方达蓝筹,1.9639,-1.99,-5.46,8.59,8.05,11.91,20251016
005827,易方达蓝筹,1.9639,-1.99,-5.46,8.59,8.05,11.91,20251017
005827,易方达蓝筹,1.9996,0.67,-2.49,8.35,10.94,11.85,20251020
005827,易方达蓝筹,1.9865,-0.66,-2.16,6.08,9.81,9.69,20251021
005827,易方达蓝筹,2.0037,0.87,-0.64,5.93,9.3,8.95,20251022
005827,易方达蓝筹,1.9932,-0.52,-2.35,5.02,9.49,9.98,20251023
005827,易方达蓝筹,1.9932,-0.52,-2.35,5.02,9.49,9.98,20251024
005827,易方达蓝筹,1.9931,-0.34,-0.76,6.78,9.43,8.21,20251027
005827,易方达蓝筹,1.9862,-0.35,-3.15,6.29,9.48,8.68,20251028
005827,易方达蓝筹,1.9849,-0.07,-2.93,6.03,9.0,10.22,20251029
005827,易方达蓝筹,1.9768,-0.41,-3.33,7.42,8.56,10.79,20251030
005827,易方达蓝筹,1.9768,-0.41,-3.33,7.42,8.56,10.79,20251031
005827,易方达蓝筹,1.9754,-0.74,-3.4,7.28,8.48,8.82,20251103
005827,易方达蓝筹,1.9634,-0.61,-3.99,5.44,7.82,5.36,20251104
005827,易方达蓝筹,1.9802,0.86,-3.16,6.35,7.32,7.63,20251105
005827,易方达蓝筹,1.9655,-0.74,-3.88,5.14,6.66,1.86,20251106
005827,易方达蓝筹,1.9655,-0.74,-3.88,5.14,6.66,1.86,20251107
005827,易方达蓝筹,2.0375,-0.03,2.21,8.28,9.96,9.19,20251110
005827,易方达蓝筹,2.051,0.66,2.89,9.11,8.91,11.9,20251111
005827,易方达蓝筹,2.059,0.39,4.51,7.89,10.2,12.44,20251112
005827,易方达蓝筹,2.0416,-0.85,3.45,7.44,6.99,12.61,20251113
005827,易方达蓝筹,2.0416,-0.85,3.45,7.44,6.99,12.61,20251114
005827,易方达蓝筹,2.0311,-0.71,3.42,5.34,8.83,13.48,20251117
005827,易方达蓝筹,2.0277,-0.17,3.25,4.54,10.09,13.46,20251118
005827,易方达蓝筹,2.0258,-0.09,1.99,3.78,8.88,13.05,20251119
005827,易方达蓝筹,1.9833,-2.1,-0.82,1.97,6.63,11.03,20251120
005827,易方达蓝筹,1.9833,-2.1,-0.82,1.97,6.63,11.03,20251121
005827,易方达蓝筹,1.9893,0.01,-0.2,-1.21,8.23,14.46,20251124
005827,易方达蓝筹,1.9831,-0.31,-0.51,-1.64,9.33,13.5,20251125
005827,易方达蓝筹,1.9775,-0.28,-1.12,0.5,9.07,10.96,20251126
